RID,Weights,Segment,Brand,Buy Client's Brand,Average price pay for the yogurt most typically purchased,Price Paid Range,Price Mid-Point,Number of Units Purchased,Number of Units Purchased Groups,Where Typically Purchase Yogurt,Store where typically buy yogurt,How many times per week eat last yogurt purchased,Time of day eat yogurt: Before breakfast,Time of day eat yogurt: At breakfast,Time of day eat yogurt: Mid-morning,Time of day eat yogurt: At lunch,Time of day eat yogurt: Mid-afternoon,Time of day eat yogurt: At dinner,Time of day eat yogurt: After dinner/early evening,Time of day eat yogurt: Before going to bed,Breakfast,Lunch,Dinner,Snack,Banana,Blueberry,Boysenberry,Strawberry,Vanilla,Coffee,Raspberry,Price Importance,Brand Name Importance,Fat Content Importance,Calorie Content Importance,Diet Fad Importance,Organic Importance,Non-Dairy Importance,Flavor Importance,Creaminess Importance,Dietary Fiber Content Importance,Vitamin D Fortified Importance,Price Satisfied,Brand Name Satisfied,Fat Content Satisfied,Calorie Content Satisfied,Diet Fad Satisfied,Organic Satisfied,Non-Dairy Satisfied,Flavor Satisfied,Creaminess Satisfied,Dietary Fiber Satisfied,Vitamin D Fortified Satisfied,Satisfied,Recommand,Purchase Again,Gender,Age,Ethnicity,Education,Employment Status,Household Income,Descriptive Word,x
8370,117365.017,Health Fanatic,Major Competitor,Not Buy,$1.24,$1.40 - $1.49,$1.45,6,Medium,Locally Owned Grocery Store,Convenience Store,4,No,Yes,No,Yes,No,Yes,No,No,1,1,1,0,No,Yes,No,Yes,No,No,Yes,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,68 years old and over,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$40,000 - $49,999",Creamy,Female
8385,109895.481,Dessert Lover,C,Not Buy,$1.13,$1.20 - $1.29,$1.25,7,Medium,Shopping Club,Warehouse Store,6,Yes,No,No,Yes,No,No,No,No,0,1,0,0,No,Yes,Yes,No,Yes,No,No,Extremely unimportant,Extremely unimportant,Extremely unimportant,Extremely important,Neither important nor unimportant,Extremely unimportant,Only somewhat important,Only somewhat unimportant,Extremely unimportant,Extremely important,Extremely unimportant,,,,,,,,,,,,Very Satisfied,May Recommand,Extremely Likely,Female,68 years old and over,African-American,High School - No Diploma,Student,"$24,999 or less",Variety,Female
8386,75666.7105,Normal Food Consumer,Major Competitor,Not Buy,$1.38,$1.10 - $1.19,$1.15,5,Low,National Grocery Chain Store,Local Grocery Store,5,No,Yes,Yes,Yes,Yes,No,Yes,No,1,1,0,1,No,Yes,Yes,No,Yes,No,No,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Male,61 to 67 years old,African-American,High School Graduate or equivalent,Employed as a mid-level manager,"$25,000 - $39,999",Delicious,Male
8387,184882.92,Health-Conscious,E,Not Buy,$1.15,$1.00 - $1.09,$1.05,7,Medium,National Health Food Store,Local Grocery Store,2,No,No,Yes,Yes,No,No,No,Yes,0,1,0,1,No,Yes,No,No,No,No,Yes,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Extremely important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Neither Likely nor Unlikely,Female,61 to 67 years old,African-American,Bachelors Degree,"Not employed, but currently looking","$50,000 - $59,999",Tasty,Female
8406,217442.33,Health Fanatic,E,Not Buy,$1.13,$1.70 or more,$1.75,8,High,National Grocery Chain Store,Health Food Store,1,No,Yes,Yes,Yes,Yes,No,No,No,1,1,0,1,No,Yes,Yes,No,No,No,No,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Not Recommand at All,Extremely Likely,Female,36 to 40 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Flavourful,Female
8409,101258.62,Health Fanatic,Client,Buy,$1.31,$1.70 or more,$1.75,6,Medium,National Grocery Chain Store,Convenience Store,5,No,No,No,No,Yes,No,No,Yes,0,0,0,1,No,Yes,Yes,Yes,No,No,No,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Likely,Male,68 years old and over,African-American,Bachelors Degree,Student,"$60,000 - $74,999",Delicious,Male
8412,109895.481,Health Fanatic,Major Competitor,Not Buy,$1.14,$1.40 - $1.49,$1.45,7,Medium,Shopping Club,Warehouse Store,7,No,Yes,Yes,No,No,Yes,No,Yes,1,0,1,1,No,Yes,No,No,No,No,No,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat unimportant,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Extremely Likely,Male,51 to 60 years old,African-American,Bachelors Degree,Employed in upper-management,"$60,000 - $74,999",Healthy,Male
8413,82989.2741,Normal Food Consumer,C,Not Buy,$1.16,$1.20 - $1.29,$1.25,8,Medium,National Grocery Chain Store,Warehouse Store,3,Yes,No,No,Yes,No,Yes,No,No,0,1,1,0,No,Yes,Yes,Yes,Yes,Yes,No,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Male,51 to 60 years old,African-American,Bachelors Degree,Student,"$25,000 - $39,999",Tasty,Male
8421,101258.62,Health-Conscious,Client,Buy,$1.36,$1.00 - $1.09,$1.05,6,Medium,Locally Owned Grocery Store,Convenience Store,2,No,No,Yes,Yes,No,No,No,Yes,0,1,0,1,Yes,Yes,Yes,No,Yes,Yes,No,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Very Satisfied,May Recommand,Somewhat Likely,Female,41 to 50 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$150,000 - $199,999",Creamy,Female
8422,101258.62,Health Fanatic,C,Not Buy,$1.30,$1.20 - $1.29,$1.25,6,Medium,National Health Food Store,Warehouse Store,7,No,No,Yes,No,No,No,No,Yes,0,0,0,1,No,Yes,Yes,Yes,Yes,No,No,Neither important nor unimportant,Only somewhat important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Somewhat Unlikely,Female,61 to 67 years old,African-American,Associate Degree,"Employed, but not at a management level","$50,000 - $59,999",Smooth,Female
8424,279932.892,Normal Food Consumer,D,Not Buy,$1.40,$1.30 - $1.39,$1.35,5,Low,National Health Food Store,Local Grocery Store,2,No,Yes,Yes,No,Yes,No,Yes,No,1,0,0,1,No,Yes,Yes,No,Yes,Yes,No,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Somewhat Likely,Female,36 to 40 years old,Asian,Bachelors Degree,"Employed, but not at a management level","$60,000 - $74,999",Fulfilling,Female
8428,146885.508,Normal Food Consumer,C,Not Buy,$1.39,$1.00 - $1.09,$1.05,5,Low,Mass Discount Retailer,Convenience Store,5,No,Yes,No,Yes,No,No,No,No,1,1,0,0,No,No,No,No,No,Yes,No,Neither important nor unimportant,Only somewhat important,Only somewhat unimportant,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Somewhat Likely,Female,18 to 35 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$50,000 - $59,999",Tasty,Female
8430,264362.091,Health-Conscious,D,Not Buy,$1.17,$1.00 - $1.09,$1.05,9,High,Convenience Store,Convenience Store,7,No,Yes,Yes,No,Yes,Yes,Yes,No,1,0,1,1,No,Yes,No,No,No,No,Yes,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Recommand,Somewhat Likely,Female,18 to 35 years old,Caucasian,Bachelors Degree,"Employed, but not at a management level","$50,000 - $59,999",Smooth,Female
8433,146885.508,Dessert Lover,C,Not Buy,$1.32,$1.10 - $1.19,$1.15,5,Low,National Health Food Store,Convenience Store,7,No,Yes,Yes,Yes,Yes,Yes,No,No,1,1,1,1,Yes,Yes,No,Yes,No,No,Yes,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,Extremely important,,,,,,,,,,,,Very Satisfied,May Not Recommand,Extremely Likely,Female,61 to 67 years old,African-American,Bachelors Degree,Employed in upper-management,"$50,000 - $59,999",Delicious,Female
8440,279932.892,Dessert Lover,Major Competitor,Not Buy,$1.70,$1.00 - $1.09,$1.05,5,Low,National Health Food Store,Retailer,5,No,No,No,Yes,No,No,No,No,0,1,0,0,No,Yes,No,Yes,No,Yes,No,Only somewhat unimportant,Extremely important,Extremely important,Extremely important,Extremely important,Only somewhat unimportant,Extremely important,Extremely important,Extremely important,Only somewhat important,Extremely important,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,51 to 60 years old,African-American,Some College (no degree),Student,"$60,000 - $74,999",Flavourful,Female
8442,117365.017,Normal Food Consumer,Client,Buy,$1.16,$1.40 - $1.49,$1.45,9,High,Gas Station Store,Convenience Store,4,No,No,No,Yes,No,No,No,No,0,1,0,0,No,Yes,Yes,Yes,No,No,No,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Very Satisfied,Will Definitely Not Recommand at All,Extremely Likely,Female,41 to 50 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level",Decline to answer,Delicious,Female
8445,187403.062,Normal Food Consumer,C,Not Buy,$1.14,$1.20 - $1.29,$1.25,7,Medium,Locally Owned Grocery Store,Convenience Store,3,No,No,No,No,No,No,No,No,0,0,0,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Only somewhat important,Only somewhat important,Neither important nor unimportant,Only somewhat important,Only somewhat important,Extremely unimportant,Extremely important,Only somewhat important,Only somewhat important,Extremely unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Dissatisfied,Will Definitely Recommand,Extremely Likely,Female,36 to 40 years old,African-American,Graduate or Professional Degree,"Employed, but not at a management level","$25,000 - $39,999",Flavourful,Female
8457,109895.481,Health Fanatic,D,Not Buy,$1.03,$1.00 - $1.09,$1.05,9,High,Convenience Store,Retailer,4,No,Yes,Yes,No,No,No,No,No,1,0,0,0,No,Yes,Yes,Yes,Yes,No,Yes,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Neither important nor unimportant,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Likely,Female,36 to 40 years old,African-American,Graduate or Professional Degree,Stay at home husband/wife or mom/dad,"$25,000 - $39,999",Flavourful,Female
8468,117365.017,Health Fanatic,Major Competitor,Not Buy,$1.30,$1.70 or more,$1.75,6,Medium,Shopping Club,Convenience Store,1,Yes,No,No,No,No,No,No,Yes,0,0,0,1,No,Yes,Yes,No,No,No,No,Only somewhat important,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Very Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,61 to 67 years old,African-American,Associate Degree,Stay at home husband/wife or mom/dad,"$100,000 - $149,999",Delicious,Female
8470,146885.508,Dessert Lover,D,Not Buy,$1.20,$1.20 - $1.29,$1.25,6,Medium,Mass Discount Retailer,Local Grocery Store,8,No,Yes,Yes,No,No,No,No,No,1,0,0,0,No,Yes,No,Yes,Yes,Yes,No,Only somewhat unimportant,Only somewhat important,Only somewhat important,Extremely important,Neither important nor unimportant,Extremely unimportant,Only somewhat important,Extremely important,Extremely important,Extremely unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,Will Definitely Recommand,Extremely Likely,Female,61 to 67 years old,Hispanic,Graduate or Professional Degree,"Employed, but not at a management level","$75,000 - $99,999",Smooth,Female
8478,109895.481,Normal Food Consumer,Major Competitor,Not Buy,$1.18,$1.00 - $1.09,$1.05,8,High,National Health Food Store,Local Grocery Store,8,Yes,No,No,Yes,No,No,No,No,0,1,0,0,No,Yes,Yes,No,No,No,No,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Not at all Satisfied,May Recommand,Extremely Likely,Female,18 to 35 years old,African-American,Bachelors Degree,"Employed, but not at a management level","$25,000 - $39,999",Tasty,Female
8485,101258.62,Dessert Lover,Major Competitor,Not Buy,$1.03,$1.20 - $1.29,$1.25,8,High,Locally Owned Grocery Store,Health Food Store,3,Yes,Yes,Yes,Yes,No,No,No,No,1,1,0,1,Yes,No,No,No,Yes,No,No,Extremely important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat important,Extremely important,Only somewhat important,Only somewhat important,Only somewhat unimportant,Only somewhat important,,,,,,,,,,,,Somewhat Satisfied,May Recommand,Extremely Likely,Female,51 to 60 years old,Asian,Some College (no degree),Employed as a mid-level manager,"$75,000 - $99,999",Tasty,Female
8487,117365.017,Health Fanatic,C,Not Buy,$1.04,$1.00 - $1.09,$1.05,8,High,National Grocery Chain Store,Local Grocery Store,1,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,1,1,0,1,No,Yes,No,Yes,Yes,No,No,Only somewhat important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Neither Likely nor Unlikely,Male,61 to 67 years old,Caucasian,Associate Degree,Stay at home husband/wife or mom/dad,"$40,000 - $49,999",Delicious,Male
8493,117365.017,Normal Food Consumer,E,Not Buy,$1.37,$1.10 - $1.19,$1.15,5,Low,National Grocery Chain Store,Convenience Store,1,No,No,No,Yes,No,Yes,Yes,No,0,1,1,0,Yes,Yes,Yes,Yes,No,No,No,Only somewhat important,Only somewhat unimportant,Neither important nor unimportant,Extremely important,Neither important nor unimportant,Only somewhat unimportant,Neither important nor unimportant,Neither important nor unimportant,Neither important nor unimportant,Extremely unimportant,Neither important nor unimportant,,,,,,,,,,,,Somewhat Satisfied,Neither Recommand nor Not Recommand,Extremely Likely,Female,68 years old and over,African-American,Associate Degree,Student,"$25,000 - $39,999",Delicious,Female
8494,117365.017,Normal Food Consumer,C,Not Buy,$1.13,$1.20 - $1.29,$1.25,7,Medium,Convenience Store,Retailer,2,No,Yes,No,Yes,Yes,No,No,No,1,1,0,0,Yes,No,Yes,Yes,No,No,No,Extremely important,Extremely important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Extremely important,,,,,,,,,,,,Somewhat Dissatisfied,Will Definitely Recommand,Extremely Likely,Female,41 to 50 years old,Caucasian,Graduate or Professional Degree,"Employed, but not at a management level","$50,000 - $59,999",Satisfying,Female
8495,101258.62,Dessert Lover,Major Competitor,Not Buy,$1.56,$1.10 - $1.19,$1.15,5,Low,Shopping Club,Local Grocery Store,3,No,Yes,No,No,No,Yes,No,Yes,1,0,1,0,No,No,Yes,Yes,Yes,No,No,Only somewhat important,Extremely important,Extremely important,Only somewhat important,Only somewhat important,Neither important nor unimportant,Extremely important,Extremely important,Extremely important,Neither important nor unimportant,Only somewhat important,,,,,,,,,,,,Neither Satisfied nor Dissatisfied,May Recommand,Extremely Likely,Female,68 years old and over,Hispanic,Bachelors Degree,Retired,"$25,000 - $39,999",Delicious,Female
